43659,2022-05-30 00:00:00.000,29825,776,"Mountain-100 Black, 42",Mountain Bikes,Bikes,1,2024.994,0.00,2024.994000
43659,2022-05-30 00:00:00.000,29825,777,"Mountain-100 Black, 44",Mountain Bikes,Bikes,3,2024.994,0.00,6074.982000
43659,2022-05-30 00:00:00.000,29825,778,"Mountain-100 Black, 48",Mountain Bikes,Bikes,1,2024.994,0.00,2024.994000
43659,2022-05-30 00:00:00.000,29825,771,"Mountain-100 Silver, 38",Mountain Bikes,Bikes,1,2039.994,0.00,2039.994000
43659,2022-05-30 00:00:00.000,29825,772,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,1,2039.994,0.00,2039.994000
43659,2022-05-30 00:00:00.000,29825,773,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,2,2039.994,0.00,4079.988000
43659,2022-05-30 00:00:00.000,29825,774,"Mountain-100 Silver, 48",Mountain Bikes,Bikes,1,2039.994,0.00,2039.994000
43659,2022-05-30 00:00:00.000,29825,714,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,3,28.8404,0.00,86.521200
43659,2022-05-30 00:00:00.000,29825,716,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,1,28.8404,0.00,28.840400
43659,2022-05-30 00:00:00.000,29825,709,"Mountain Bike Socks, M",Socks,Clothing,6,5.70,0.00,34.200000
43659,2022-05-30 00:00:00.000,29825,712,AWC Logo Cap,Caps,Clothing,2,5.1865,0.00,10.373000
43659,2022-05-30 00:00:00.000,29825,711,"Sport-100 Helmet, Blue",Helmets,Accessories,4,20.1865,0.00,80.746000
43660,2022-05-30 00:00:00.000,29672,762,"Road-650 Red, 44",Road Bikes,Bikes,1,419.4589,0.00,419.458900
43660,2022-05-30 00:00:00.000,29672,758,"Road-450 Red, 52",Road Bikes,Bikes,1,874.794,0.00,874.794000
43661,2022-05-30 00:00:00.000,29734,745,"HL Mountain Frame - Black, 48",Mountain Frames,Components,1,809.76,0.00,809.760000
43661,2022-05-30 00:00:00.000,29734,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,1,714.7043,0.00,714.704300
43661,2022-05-30 00:00:00.000,29734,747,"HL Mountain Frame - Black, 38",Mountain Frames,Components,2,714.7043,0.00,1429.408600
43661,2022-05-30 00:00:00.000,29734,712,AWC Logo Cap,Caps,Clothing,4,5.1865,0.00,20.746000
43661,2022-05-30 00:00:00.000,29734,715,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,4,28.8404,0.00,115.361600
43661,2022-05-30 00:00:00.000,29734,742,"HL Mountain Frame - Silver, 46",Mountain Frames,Components,2,722.5949,0.00,1445.189800
43661,2022-05-30 00:00:00.000,29734,775,"Mountain-100 Black, 38",Mountain Bikes,Bikes,3,2024.994,0.00,6074.982000
43661,2022-05-30 00:00:00.000,29734,778,"Mountain-100 Black, 48",Mountain Bikes,Bikes,2,2024.994,0.00,4049.988000
43661,2022-05-30 00:00:00.000,29734,711,"Sport-100 Helmet, Blue",Helmets,Accessories,2,20.1865,0.00,40.373000
43661,2022-05-30 00:00:00.000,29734,741,"HL Mountain Frame - Silver, 48",Mountain Frames,Components,2,818.70,0.00,1637.400000
43661,2022-05-30 00:00:00.000,29734,776,"Mountain-100 Black, 42",Mountain Bikes,Bikes,4,2024.994,0.00,8099.976000
43661,2022-05-30 00:00:00.000,29734,773,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,2,2039.994,0.00,4079.988000
43661,2022-05-30 00:00:00.000,29734,716,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,2,28.8404,0.00,57.680800
43661,2022-05-30 00:00:00.000,29734,777,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2,2024.994,0.00,4049.988000
43661,2022-05-30 00:00:00.000,29734,708,"Sport-100 Helmet, Black",Helmets,Accessories,5,20.1865,0.00,100.932500
43662,2022-05-30 00:00:00.000,29994,764,"Road-650 Red, 52",Road Bikes,Bikes,3,419.4589,0.00,1258.376700
43662,2022-05-30 00:00:00.000,29994,770,"Road-650 Black, 52",Road Bikes,Bikes,5,419.4589,0.00,2097.294500
43662,2022-05-30 00:00:00.000,29994,730,"LL Road Frame - Red, 62",Road Frames,Components,2,183.9382,0.00,367.876400
43662,2022-05-30 00:00:00.000,29994,754,"Road-450 Red, 58",Road Bikes,Bikes,4,874.794,0.00,3499.176000
43662,2022-05-30 00:00:00.000,29994,725,"LL Road Frame - Red, 44",Road Frames,Components,3,183.9382,0.00,551.814600
43662,2022-05-30 00:00:00.000,29994,762,"Road-650 Red, 44",Road Bikes,Bikes,5,419.4589,0.00,2097.294500
43662,2022-05-30 00:00:00.000,29994,765,"Road-650 Black, 58",Road Bikes,Bikes,3,419.4589,0.00,1258.376700
43662,2022-05-30 00:00:00.000,29994,768,"Road-650 Black, 44",Road Bikes,Bikes,2,419.4589,0.00,838.917800
43662,2022-05-30 00:00:00.000,29994,753,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,0.00,2146.962000
43662,2022-05-30 00:00:00.000,29994,756,"Road-450 Red, 44",Road Bikes,Bikes,1,874.794,0.00,874.794000
43662,2022-05-30 00:00:00.000,29994,763,"Road-650 Red, 48",Road Bikes,Bikes,3,419.4589,0.00,1258.376700
43662,2022-05-30 00:00:00.000,29994,732,"ML Road Frame - Red, 48",Road Frames,Components,1,356.898,0.00,356.898000
43662,2022-05-30 00:00:00.000,29994,758,"Road-450 Red, 52",Road Bikes,Bikes,6,874.794,0.00,5248.764000
43662,2022-05-30 00:00:00.000,29994,729,"LL Road Frame - Red, 60",Road Frames,Components,1,183.9382,0.00,183.938200
43662,2022-05-30 00:00:00.000,29994,722,"LL Road Frame - Black, 58",Road Frames,Components,3,178.5808,0.00,535.742400
43662,2022-05-30 00:00:00.000,29994,749,"Road-150 Red, 62",Road Bikes,Bikes,1,2146.962,0.00,2146.962000
43662,2022-05-30 00:00:00.000,29994,760,"Road-650 Red, 60",Road Bikes,Bikes,3,419.4589,0.00,1258.376700
43662,2022-05-30 00:00:00.000,29994,726,"LL Road Frame - Red, 48",Road Frames,Components,1,183.9382,0.00,183.938200
43662,2022-05-30 00:00:00.000,29994,733,"ML Road Frame - Red, 52",Road Frames,Components,1,356.898,0.00,356.898000
43662,2022-05-30 00:00:00.000,29994,738,"LL Road Frame - Black, 52",Road Frames,Components,1,178.5808,0.00,178.580800
43662,2022-05-30 00:00:00.000,29994,766,"Road-650 Black, 60",Road Bikes,Bikes,3,419.4589,0.00,1258.376700
43662,2022-05-30 00:00:00.000,29994,755,"Road-450 Red, 60",Road Bikes,Bikes,1,874.794,0.00,874.794000
43663,2022-05-30 00:00:00.000,29565,760,"Road-650 Red, 60",Road Bikes,Bikes,1,419.4589,0.00,419.458900
43664,2022-05-30 00:00:00.000,29898,772,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,1,2039.994,0.00,2039.994000
43664,2022-05-30 00:00:00.000,29898,775,"Mountain-100 Black, 38",Mountain Bikes,Bikes,4,2024.994,0.00,8099.976000
43664,2022-05-30 00:00:00.000,29898,714,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,1,28.8404,0.00,28.840400
43664,2022-05-30 00:00:00.000,29898,716,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,1,28.8404,0.00,28.840400
43664,2022-05-30 00:00:00.000,29898,777,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2,2024.994,0.00,4049.988000
43664,2022-05-30 00:00:00.000,29898,771,"Mountain-100 Silver, 38",Mountain Bikes,Bikes,3,2039.994,0.00,6119.982000
43664,2022-05-30 00:00:00.000,29898,773,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,1,2039.994,0.00,2039.994000
43664,2022-05-30 00:00:00.000,29898,778,"Mountain-100 Black, 48",Mountain Bikes,Bikes,1,2024.994,0.00,2024.994000
43665,2022-05-30 00:00:00.000,29580,711,"Sport-100 Helmet, Blue",Helmets,Accessories,2,20.1865,0.00,40.373000
43665,2022-05-30 00:00:00.000,29580,773,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,1,2039.994,0.00,2039.994000
43665,2022-05-30 00:00:00.000,29580,707,"Sport-100 Helmet, Red",Helmets,Accessories,1,20.1865,0.00,20.186500
43665,2022-05-30 00:00:00.000,29580,715,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,2,28.8404,0.00,57.680800
43665,2022-05-30 00:00:00.000,29580,777,"Mountain-100 Black, 44",Mountain Bikes,Bikes,2,2024.994,0.00,4049.988000
43665,2022-05-30 00:00:00.000,29580,712,AWC Logo Cap,Caps,Clothing,2,5.1865,0.00,10.373000
43665,2022-05-30 00:00:00.000,29580,775,"Mountain-100 Black, 38",Mountain Bikes,Bikes,2,2024.994,0.00,4049.988000
43665,2022-05-30 00:00:00.000,29580,778,"Mountain-100 Black, 48",Mountain Bikes,Bikes,1,2024.994,0.00,2024.994000
43665,2022-05-30 00:00:00.000,29580,709,"Mountain Bike Socks, M",Socks,Clothing,6,5.70,0.00,34.200000
43665,2022-05-30 00:00:00.000,29580,776,"Mountain-100 Black, 42",Mountain Bikes,Bikes,1,2024.994,0.00,2024.994000
43666,2022-05-30 00:00:00.000,30052,764,"Road-650 Red, 52",Road Bikes,Bikes,1,419.4589,0.00,419.458900
43666,2022-05-30 00:00:00.000,30052,753,"Road-150 Red, 56",Road Bikes,Bikes,1,2146.962,0.00,2146.962000
43666,2022-05-30 00:00:00.000,30052,732,"ML Road Frame - Red, 48",Road Frames,Components,1,356.898,0.00,356.898000
43666,2022-05-30 00:00:00.000,30052,756,"Road-450 Red, 44",Road Bikes,Bikes,1,874.794,0.00,874.794000
43666,2022-05-30 00:00:00.000,30052,768,"Road-650 Black, 44",Road Bikes,Bikes,2,419.4589,0.00,838.917800
43666,2022-05-30 00:00:00.000,30052,766,"Road-650 Black, 60",Road Bikes,Bikes,1,419.4589,0.00,419.458900
43667,2022-05-30 00:00:00.000,29974,710,"Mountain Bike Socks, L",Socks,Clothing,3,5.70,0.00,17.100000
43667,2022-05-30 00:00:00.000,29974,773,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,1,2039.994,0.00,2039.994000
43667,2022-05-30 00:00:00.000,29974,778,"Mountain-100 Black, 48",Mountain Bikes,Bikes,1,2024.994,0.00,2024.994000
43667,2022-05-30 00:00:00.000,29974,775,"Mountain-100 Black, 38",Mountain Bikes,Bikes,1,2024.994,0.00,2024.994000
43668,2022-05-30 00:00:00.000,29614,756,"Road-450 Red, 44",Road Bikes,Bikes,3,874.794,0.00,2624.382000
43668,2022-05-30 00:00:00.000,29614,753,"Road-150 Red, 56",Road Bikes,Bikes,2,2146.962,0.00,4293.924000
43668,2022-05-30 00:00:00.000,29614,760,"Road-650 Red, 60",Road Bikes,Bikes,7,419.4589,0.00,2936.212300
43668,2022-05-30 00:00:00.000,29614,765,"Road-650 Black, 58",Road Bikes,Bikes,6,419.4589,0.00,2516.753400
43668,2022-05-30 00:00:00.000,29614,715,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,6,28.8404,0.00,173.042400
43668,2022-05-30 00:00:00.000,29614,730,"LL Road Frame - Red, 62",Road Frames,Components,6,183.9382,0.00,1103.629200
43668,2022-05-30 00:00:00.000,29614,707,"Sport-100 Helmet, Red",Helmets,Accessories,2,20.1865,0.00,40.373000
43668,2022-05-30 00:00:00.000,29614,711,"Sport-100 Helmet, Blue",Helmets,Accessories,2,20.1865,0.00,40.373000
43668,2022-05-30 00:00:00.000,29614,754,"Road-450 Red, 58",Road Bikes,Bikes,2,874.794,0.00,1749.588000
43668,2022-05-30 00:00:00.000,29614,712,AWC Logo Cap,Caps,Clothing,4,5.1865,0.00,20.746000
43668,2022-05-30 00:00:00.000,29614,729,"LL Road Frame - Red, 60",Road Frames,Components,2,183.9382,0.00,367.876400
43668,2022-05-30 00:00:00.000,29614,755,"Road-450 Red, 60",Road Bikes,Bikes,3,874.794,0.00,2624.382000
43668,2022-05-30 00:00:00.000,29614,761,"Road-650 Red, 62",Road Bikes,Bikes,3,419.4589,0.00,1258.376700
43668,2022-05-30 00:00:00.000,29614,770,"Road-650 Black, 52",Road Bikes,Bikes,2,419.4589,0.00,838.917800
43668,2022-05-30 00:00:00.000,29614,726,"LL Road Frame - Red, 48",Road Frames,Components,3,183.9382,0.00,551.814600
43668,2022-05-30 00:00:00.000,29614,764,"Road-650 Red, 52",Road Bikes,Bikes,2,419.4589,0.00,838.917800
43668,2022-05-30 00:00:00.000,29614,766,"Road-650 Black, 60",Road Bikes,Bikes,2,419.4589,0.00,838.917800
43668,2022-05-30 00:00:00.000,29614,725,"LL Road Frame - Red, 44",Road Frames,Components,2,183.9382,0.00,367.876400
43668,2022-05-30 00:00:00.000,29614,716,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,1,28.8404,0.00,28.840400
43668,2022-05-30 00:00:00.000,29614,768,"Road-650 Black, 44",Road Bikes,Bikes,2,419.4589,0.00,838.917800
