29818,12,877107.19,73092.27,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29715,12,853849.18,71154.10,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29722,12,841908.77,70159.06,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
30117,12,816755.58,68062.96,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29614,12,799277.90,66606.49,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29639,12,787773.04,65647.75,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29701,8,746317.53,93289.69,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29617,12,740985.83,61748.82,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29994,12,730798.71,60899.89,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29646,12,727272.65,60606.05,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29580,12,724299.64,60358.30,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29827,12,711864.76,59322.06,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29497,12,700803.79,58400.32,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29716,12,693502.49,57791.87,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29913,8,671618.03,83952.25,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
30103,8,643745.90,80468.24,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29957,8,636226.47,79528.31,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29523,12,618616.13,51551.34,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29616,8,617340.46,77167.56,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
30048,8,602559.89,75319.99,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29772,8,586524.95,73315.62,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29562,8,585516.43,73189.55,2022-07-31 00:00:00.000,2024-04-29 00:00:00.000
29712,8,580222.33,72527.79,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
30107,12,577089.57,48090.80,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29924,8,572035.11,71504.39,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
30050,8,559620.95,69952.62,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29966,12,537528.10,44794.01,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29997,8,536546.12,67068.26,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29641,4,534956.28,133739.07,2024-05-29 00:00:00.000,2025-02-28 00:00:00.000
29689,8,532224.76,66528.09,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29486,12,519411.36,43284.28,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29522,12,492362.76,41030.23,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29705,12,482738.70,40228.23,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
30112,8,477957.27,59744.66,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29546,8,474401.85,59300.23,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
30000,8,472819.05,59102.38,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
30074,8,458373.19,57296.65,2022-06-30 00:00:00.000,2024-03-29 00:00:00.000
29919,8,456739.47,57092.43,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29507,8,446013.54,55751.69,2022-06-30 00:00:00.000,2024-03-29 00:00:00.000
29770,8,443861.82,55482.73,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29559,8,443316.11,55414.51,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29923,4,436921.65,109230.41,2024-06-29 00:00:00.000,2025-03-30 00:00:00.000
29624,4,431991.55,107997.89,2022-06-30 00:00:00.000,2023-03-30 00:00:00.000
29992,12,429050.87,35754.24,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29901,12,427890.84,35657.57,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29834,12,424512.69,35376.06,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29825,12,422706.60,35225.55,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
30046,8,418436.53,52304.57,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29707,8,416702.73,52087.84,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29734,12,416653.48,34721.12,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29690,12,415310.55,34609.21,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29703,8,413054.82,51631.85,2022-06-30 00:00:00.000,2024-03-29 00:00:00.000
30049,8,409287.80,51160.98,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29861,4,408483.45,102120.86,2022-06-30 00:00:00.000,2023-03-30 00:00:00.000
29844,12,402108.47,33509.04,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29744,8,399011.95,49876.49,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29950,12,397553.27,33129.44,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29702,12,395867.27,32988.94,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29888,12,395413.13,32951.09,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29724,12,394260.69,32855.06,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29651,12,392784.60,32732.05,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
30067,12,392495.88,32707.99,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29940,4,391040.59,97760.15,2024-06-29 00:00:00.000,2025-03-30 00:00:00.000
29885,8,387118.35,48389.79,2022-06-30 00:00:00.000,2024-03-29 00:00:00.000
29714,12,384394.02,32032.83,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29489,12,380454.03,31704.50,2022-05-30 00:00:00.000,2025-02-28 00:00:00.000
29955,12,373658.47,31138.21,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29938,12,372146.73,31012.23,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29637,12,361999.06,30166.59,2022-07-31 00:00:00.000,2025-04-30 00:00:00.000
29594,4,357708.77,89427.19,2023-05-30 00:00:00.000,2024-02-28 00:00:00.000
29647,8,357052.94,44631.62,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29987,4,355141.98,88785.50,2024-05-29 00:00:00.000,2025-02-28 00:00:00.000
29998,4,354805.25,88701.31,2023-07-31 00:00:00.000,2024-04-29 00:00:00.000
29587,8,354607.33,44325.92,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29929,8,349342.11,43667.76,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29629,4,343349.78,85837.45,2024-07-30 00:00:00.000,2025-04-30 00:00:00.000
30094,8,338939.20,42367.40,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29995,4,337756.73,84439.18,2024-06-29 00:00:00.000,2025-03-30 00:00:00.000
30109,8,336401.66,42050.21,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29704,8,334662.99,41832.87,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29692,8,325022.91,40627.86,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29736,4,321752.83,80438.21,2024-07-30 00:00:00.000,2025-04-30 00:00:00.000
30043,8,320221.55,40027.69,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29895,8,318177.59,39772.20,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29560,8,316323.81,39540.48,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29853,8,311446.43,38930.80,2022-06-30 00:00:00.000,2024-03-29 00:00:00.000
29618,8,309675.84,38709.48,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29783,8,309077.41,38634.68,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29904,8,302043.77,37755.47,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29615,4,299985.20,74996.30,2024-06-29 00:00:00.000,2025-03-30 00:00:00.000
29509,12,299530.49,24960.87,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29792,8,294389.81,36798.73,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29956,8,293829.19,36728.65,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29896,8,293610.72,36701.34,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29910,8,292234.85,36529.36,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29658,8,292229.54,36528.69,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29698,12,290158.93,24179.91,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29515,8,289489.20,36186.15,2022-06-30 00:00:00.000,2024-09-29 00:00:00.000
30065,8,288827.11,36103.39,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29889,8,286972.09,35871.51,2022-05-30 00:00:00.000,2024-02-28 00:00:00.000
29996,8,286645.14,35830.64,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29543,8,284876.07,35609.51,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29579,8,284305.63,35538.20,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29564,4,283745.88,70936.47,2024-06-29 00:00:00.000,2025-03-30 00:00:00.000
29796,4,282701.32,70675.33,2024-07-30 00:00:00.000,2025-04-30 00:00:00.000
30118,8,278568.57,34821.07,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29732,8,278412.80,34801.60,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29789,12,278198.22,23183.19,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
30111,4,276526.40,69131.60,2022-06-30 00:00:00.000,2023-03-30 00:00:00.000
30055,8,274395.55,34299.44,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
30113,8,273185.89,34148.24,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29693,4,272052.23,68013.06,2024-05-29 00:00:00.000,2025-02-28 00:00:00.000
29601,8,269007.30,33625.91,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29935,8,268660.80,33582.60,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29793,4,268209.29,67052.32,2023-07-31 00:00:00.000,2024-04-29 00:00:00.000
30076,12,268166.05,22347.17,2022-06-30 00:00:00.000,2025-03-30 00:00:00.000
29525,4,261522.33,65380.58,2022-07-31 00:00:00.000,2023-04-30 00:00:00.000
29649,8,261429.77,32678.72,2022-07-31 00:00:00.000,2024-04-29 00:00:00.000
29836,4,258976.68,64744.17,2023-06-30 00:00:00.000,2024-03-29 00:00:00.000
29909,8,253972.86,31746.61,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29822,8,250219.28,31277.41,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
30075,8,249378.68,31172.34,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
29627,8,249295.55,31161.94,2023-06-30 00:00:00.000,2025-03-30 00:00:00.000
29891,8,248368.82,31046.10,2023-07-31 00:00:00.000,2025-04-30 00:00:00.000
29605,8,247900.77,30987.60,2023-05-30 00:00:00.000,2025-02-28 00:00:00.000
